"Notes","County","County Code","Single Race 6","Single Race 6 Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Cobb County, GA","13067","White","2106-3","2019","2019",28,474248,5.9,3.9,8.5
,"Cobb County, GA","13067","White","2106-3","2020","2020",34,472950,7.2,5.0,10.0
,"Cobb County, GA","13067","White","2106-3","2021","2021",11,473038,2.3,1.2,4.2
,"Cobb County, GA","13067","White","2106-3","2022","2022",18,472347,3.8,2.3,6.0
,"DeKalb County, GA","13089","Black or African American","2054-5","2018","2018",10,415518,2.4,1.2,4.4
,"DeKalb County, GA","13089","Black or African American","2054-5","2020","2020",11,416673,2.6,1.3,4.7
,"DeKalb County, GA","13089","White","2106-3","2018","2018",19,270687,7.0,4.2,11.0
,"DeKalb County, GA","13089","White","2106-3","2019","2019",10,272548,3.7,1.8,6.7
,"DeKalb County, GA","13089","White","2106-3","2020","2020",15,273113,5.5,3.1,9.1
,"DeKalb County, GA","13089","White","2106-3","2021","2021",15,272834,5.5,3.1,9.1
,"Forsyth County, GA","13117","White","2106-3","2019","2019",11,189577,5.8,2.9,10.4
,"Fulton County, GA","13121","Black or African American","2054-5","2018","2018",10,467706,2.1,1.0,3.9
,"Fulton County, GA","13121","Black or African American","2054-5","2019","2019",15,473020,3.2,1.8,5.2
,"Fulton County, GA","13121","Black or African American","2054-5","2020","2020",15,479663,3.1,1.8,5.2
,"Fulton County, GA","13121","Black or African American","2054-5","2021","2021",12,476325,2.5,1.3,4.4
,"Fulton County, GA","13121","White","2106-3","2018","2018",29,478685,6.1,4.1,8.7
,"Fulton County, GA","13121","White","2106-3","2019","2019",14,483838,2.9,1.6,4.9
,"Fulton County, GA","13121","White","2106-3","2020","2020",15,486057,3.1,1.7,5.1
,"Fulton County, GA","13121","White","2106-3","2021","2021",20,477965,4.2,2.6,6.5
,"Gwinnett County, GA","13135","White","2106-3","2018","2018",24,505703,4.7,3.0,7.1
,"Gwinnett County, GA","13135","White","2106-3","2019","2019",17,503771,3.4,2.0,5.4
,"Gwinnett County, GA","13135","White","2106-3","2020","2020",19,496573,3.8,2.3,6.0
,"Gwinnett County, GA","13135","White","2106-3","2021","2021",17,501034,3.4,2.0,5.4
,"Muscogee County, GA","13215","White","2106-3","2021","2021",10,92105,10.9,5.2,20.0
,"Paulding County, GA","13223","White","2106-3","2020","2020",10,126158,7.9,3.8,14.6
,"Ada County, ID","16001","White","2106-3","2018","2018",13,431733,3.0,1.6,5.1
,"Ada County, ID","16001","White","2106-3","2019","2019",11,442550,2.5,1.2,4.4
,"Ada County, ID","16001","White","2106-3","2020","2020",16,453938,3.5,2.0,5.7
,"Champaign County, IL","17019","White","2106-3","2019","2019",16,150556,10.6,6.1,17.3
,"Champaign County, IL","17019","White","2106-3","2020","2020",11,149517,7.4,3.7,13.2
,"Cook County, IL","17031","Black or African American","2054-5","2018","2018",276,1236170,22.3,19.7,25.0
,"Cook County, IL","17031","Black or African American","2054-5","2019","2019",305,1226489,24.9,22.1,27.7
,"Cook County, IL","17031","Black or African American","2054-5","2020","2020",394,1219493,32.3,29.1,35.5
,"Cook County, IL","17031","Black or African American","2054-5","2021","2021",319,1226143,26.0,23.2,28.9
,"Cook County, IL","17031","Black or African American","2054-5","2022","2022",219,1205734,18.2,15.8,20.6
,"Cook County, IL","17031","Black or African American","2054-5","2023","2023",174,1186112,14.7,12.5,16.8
,"Cook County, IL","17031","Black or African American","2054-5","2024 ","2024",129,1186022,10.9,9.0,12.8
,"Cook County, IL","17031","White","2106-3","2018","2018",301,3391043,8.9,7.9,9.9
,"Cook County, IL","17031","White","2106-3","2019","2019",284,3370083,8.4,7.4,9.4
,"Cook County, IL","17031","White","2106-3","2020","2020",308,3325506,9.3,8.2,10.3
,"Cook County, IL","17031","White","2106-3","2021","2021",211,3373515,6.3,5.4,7.1
,"Cook County, IL","17031","White","2106-3","2022","2022",144,3325604,4.3,3.6,5.0
,"Cook County, IL","17031","White","2106-3","2023","2023",120,3318976,3.6,3.0,4.3
,"Cook County, IL","17031","White","2106-3","2024 ","2024",86,3367988,2.6,2.0,3.2
,"DeKalb County, IL","17037","White","2106-3","2018","2018",10,90149,11.1,5.3,20.4
,"DuPage County, IL","17043","White","2106-3","2018","2018",53,739711,7.2,5.4,9.4
,"DuPage County, IL","17043","White","2106-3","2019","2019",45,733314,6.1,4.5,8.2
,"DuPage County, IL","17043","White","2106-3","2020","2020",41,724263,5.7,4.1,7.7
,"DuPage County, IL","17043","White","2106-3","2021","2021",26,728546,3.6,2.3,5.2
,"DuPage County, IL","17043","White","2106-3","2022","2022",23,720457,3.2,2.0,4.8
,"Kane County, IL","17089","White","2106-3","2018","2018",27,462388,5.8,3.8,8.5
,"Kane County, IL","17089","White","2106-3","2019","2019",23,460805,5.0,3.2,7.5
,"Kane County, IL","17089","White","2106-3","2020","2020",12,458350,2.6,1.4,4.6
,"Kane County, IL","17089","White","2106-3","2021","2021",10,444400,2.3,1.1,4.1
,"Kankakee County, IL","17091","White","2106-3","2018","2018",10,89576,11.2,5.4,20.5
,"Kankakee County, IL","17091","White","2106-3","2019","2019",11,89385,12.3,6.1,22.0
,"Lake County, IL","17097","White","2106-3","2018","2018",30,568343,5.3,3.6,7.5
,"Lake County, IL","17097","White","2106-3","2019","2019",25,563477,4.4,2.9,6.5
,"Lake County, IL","17097","White","2106-3","2020","2020",22,557233,3.9,2.5,6.0
,"Lake County, IL","17097","White","2106-3","2021","2021",24,570224,4.2,2.7,6.3
,"Lake County, IL","17097","White","2106-3","2022","2022",20,564971,3.5,2.2,5.5
,"Lake County, IL","17097","White","2106-3","2023","2023",22,563914,3.9,2.4,5.9
,"Lake County, IL","17097","White","2106-3","2024 ","2024",19,567170,3.3,2.0,5.2
,"LaSalle County, IL","17099","White","2106-3","2018","2018",17,103308,16.5,9.6,26.3
,"LaSalle County, IL","17099","White","2106-3","2019","2019",16,102498,15.6,8.9,25.3
,"LaSalle County, IL","17099","White","2106-3","2020","2020",11,101396,10.8,5.4,19.4
,"LaSalle County, IL","17099","White","2106-3","2021","2021",10,102456,9.8,4.7,17.9
,"McHenry County, IL","17111","White","2106-3","2018","2018",24,287376,8.4,5.4,12.4
,"McHenry County, IL","17111","White","2106-3","2019","2019",13,286185,4.5,2.4,7.8
,"McHenry County, IL","17111","White","2106-3","2020","2020",26,284041,9.2,6.0,13.4
,"McHenry County, IL","17111","White","2106-3","2021","2021",12,288149,4.2,2.2,7.3
,"Sangamon County, IL","17167","White","2106-3","2020","2020",14,158161,8.9,4.8,14.9
,"Will County, IL","17197","White","2106-3","2018","2018",64,549909,11.6,9.0,14.9
,"Will County, IL","17197","White","2106-3","2019","2019",53,547042,9.7,7.3,12.7
,"Will County, IL","17197","White","2106-3","2020","2020",33,542341,6.1,4.2,8.5
,"Will County, IL","17197","White","2106-3","2021","2021",23,546692,4.2,2.7,6.3
,"Will County, IL","17197","White","2106-3","2022","2022",17,542063,3.1,1.8,5.0
,"Will County, IL","17197","White","2106-3","2023","2023",13,542305,2.4,1.3,4.1
,"Winnebago County, IL","17201","Black or African American","2054-5","2018","2018",12,38708,31.0,16.0,54.2
,"Winnebago County, IL","17201","White","2106-3","2018","2018",46,227365,20.2,14.8,27.0
,"Winnebago County, IL","17201","White","2106-3","2019","2019",30,224992,13.3,9.0,19.0
,"Winnebago County, IL","17201","White","2106-3","2020","2020",19,222381,8.5,5.1,13.3
,"Allen County, IN","18003","White","2106-3","2019","2019",12,302000,4.0,2.1,6.9
,"Elkhart County, IN","18039","White","2106-3","2018","2018",10,183982,5.4,2.6,10.0
,"Hamilton County, IN","18057","White","2106-3","2018","2018",13,287299,4.5,2.4,7.7
,"Lake County, IN","18089","Black or African American","2054-5","2019","2019",14,118555,11.8,6.5,19.8
,"Lake County, IN","18089","White","2106-3","2018","2018",33,345146,9.6,6.6,13.4
,"Lake County, IN","18089","White","2106-3","2019","2019",33,345938,9.5,6.6,13.4
,"Lake County, IN","18089","White","2106-3","2020","2020",27,346229,7.8,5.1,11.3
,"Lake County, IN","18089","White","2106-3","2021","2021",12,353999,3.4,1.8,5.9
,"Lake County, IN","18089","White","2106-3","2022","2022",10,354449,2.8,1.4,5.2
,"La Porte County, IN","18091","White","2106-3","2020","2020",10,92631,10.8,5.2,19.9
,"Marion County, IN","18097","Black or African American","2054-5","2018","2018",17,275890,6.2,3.6,9.9
,"Marion County, IN","18097","Black or African American","2054-5","2019","2019",19,280667,6.8,4.1,10.6
,"Marion County, IN","18097","Black or African American","2054-5","2020","2020",11,284946,3.9,1.9,6.9
,"Marion County, IN","18097","White","2106-3","2018","2018",71,610840,11.6,9.1,14.7
,"Marion County, IN","18097","White","2106-3","2019","2019",65,612791,10.6,8.2,13.5
,"Marion County, IN","18097","White","2106-3","2020","2020",25,606679,4.1,2.7,6.1
,"Porter County, IN","18127","White","2106-3","2018","2018",12,156421,7.7,4.0,13.4
,"Porter County, IN","18127","White","2106-3","2019","2019",11,156542,7.0,3.5,12.6
,"Porter County, IN","18127","White","2106-3","2020","2020",13,156855,8.3,4.4,14.2
,"Porter County, IN","18127","White","2106-3","2021","2021",11,159209,6.9,3.4,12.4
,"St. Joseph County, IN","18141","White","2106-3","2018","2018",14,216326,6.5,3.5,10.9
,"St. Joseph County, IN","18141","White","2106-3","2019","2019",11,216608,5.1,2.5,9.1
,"St. Joseph County, IN","18141","White","2106-3","2020","2020",16,215600,7.4,4.2,12.1
,"Vanderburgh County, IN","18163","White","2106-3","2018","2018",10,155267,6.4,3.1,11.8
,"Polk County, IA","19153","White","2106-3","2018","2018",14,414056,3.4,1.8,5.7
,"Polk County, IA","19153","White","2106-3","2020","2020",21,417470,5.0,3.1,7.7
,"Polk County, IA","19153","White","2106-3","2021","2021",10,417710,2.4,1.1,4.4
,"Johnson County, KS","20091","White","2106-3","2020","2020",10,524712,1.9,0.9,3.5
,"Sedgwick County, KS","20173","White","2106-3","2019","2019",12,417316,2.9,1.5,5.0
,"Fayette County, KY","21067","White","2106-3","2018","2018",24,250675,9.6,6.1,14.2
,"Fayette County, KY","21067","White","2106-3","2019","2019",19,249460,7.6,4.6,11.9
,"Jefferson County, KY","21111","Black or African American","2054-5","2019","2019",10,171472,5.8,2.8,10.7
,"Jefferson County, KY","21111","Black or African American","2054-5","2020","2020",14,173491,8.1,4.4,13.5
,"Jefferson County, KY","21111","White","2106-3","2018","2018",42,554760,7.6,5.5,10.2
,"Jefferson County, KY","21111","White","2106-3","2019","2019",50,550658,9.1,6.7,12.0
,"Jefferson County, KY","21111","White","2106-3","2020","2020",44,547065,8.0,5.8,10.8
,"Jefferson County, KY","21111","White","2106-3","2021","2021",23,551799,4.2,2.6,6.3
,"Jefferson County, KY","21111","White","2106-3","2022","2022",11,544048,2.0,1.0,3.6
,"Ascension Parish, LA","22005","White","2106-3","2020","2020",11,92991,11.8,5.9,21.2
,"Ascension Parish, LA","22005","White","2106-3","2021","2021",14,92215,15.2,8.3,25.5
,"Jefferson Parish, LA","22051","Black or African American","2054-5","2019","2019",10,122490,8.2,3.9,15.0
,"Jefferson Parish, LA","22051","Black or African American","2054-5","2021","2021",10,125476,8.0,3.8,14.7
,"Jefferson Parish, LA","22051","White","2106-3","2018","2018",44,283556,15.5,11.3,20.8
,"Jefferson Parish, LA","22051","White","2106-3","2019","2019",46,280823,16.4,12.0,21.8
,"Jefferson Parish, LA","22051","White","2106-3","2020","2020",61,278077,21.9,16.8,28.2
,"Jefferson Parish, LA","22051","White","2106-3","2021","2021",29,277590,10.4,7.0,15.0
,"Jefferson Parish, LA","22051","White","2106-3","2024 ","2024",15,272659,5.5,3.1,9.1
,"Lafayette Parish, LA","22055","White","2106-3","2020","2020",19,169483,11.2,6.7,17.5
,"Lafayette Parish, LA","22055","White","2106-3","2021","2021",11,166939,6.6,3.3,11.8
,"Lafourche Parish, LA","22057","White","2106-3","2020","2020",11,78399,14.0,7.0,25.1
,"Livingston Parish, LA","22063","White","2106-3","2019","2019",16,127183,12.6,7.2,20.4
,"Livingston Parish, LA","22063","White","2106-3","2020","2020",17,128959,13.2,7.7,21.1
,"Livingston Parish, LA","22063","White","2106-3","2021","2021",17,129060,13.2,7.7,21.1
,"St. Tammany Parish, LA","22103","White","2106-3","2018","2018",27,215496,12.5,8.3,18.2
,"St. Tammany Parish, LA","22103","White","2106-3","2019","2019",39,216746,18.0,12.8,24.6
,"St. Tammany Parish, LA","22103","White","2106-3","2020","2020",33,217976,15.1,10.4,21.3
,"St. Tammany Parish, LA","22103","White","2106-3","2021","2021",15,220765,6.8,3.8,11.2
,"Washington Parish, LA","22117","White","2106-3","2018","2018",10,31359,31.9,15.3,58.6
,"Washington Parish, LA","22117","White","2106-3","2019","2019",25,31110,80.4,52.0,118.6
,"Washington Parish, LA","22117","White","2106-3","2020","2020",14,30713,45.6,24.9,76.5
,"Cumberland County, ME","23005","White","2106-3","2018","2018",10,270641,3.7,1.8,6.8
,"Cumberland County, ME","23005","White","2106-3","2019","2019",11,271393,4.1,2.0,7.3
,"Kennebec County, ME","23011","White","2106-3","2018","2018",16,117088,13.7,7.8,22.2
,"Kennebec County, ME","23011","White","2106-3","2020","2020",11,117601,9.4,4.7,16.7
,"Penobscot County, ME","23019","White","2106-3","2018","2018",14,143295,9.8,5.3,16.4
,"Penobscot County, ME","23019","White","2106-3","2020","2020",13,143554,9.1,4.8,15.5
,"Anne Arundel County, MD","24003","White","2106-3","2018","2018",27,427188,6.3,4.2,9.2
,"Anne Arundel County, MD","24003","White","2106-3","2019","2019",13,426312,3.0,1.6,5.2
,"Anne Arundel County, MD","24003","White","2106-3","2020","2020",11,424168,2.6,1.3,4.6
,"Baltimore County, MD","24005","Black or African American","2054-5","2018","2018",16,246356,6.5,3.7,10.5
,"Baltimore County, MD","24005","Black or African American","2054-5","2019","2019",10,250909,4.0,1.9,7.3
,"Baltimore County, MD","24005","White","2106-3","2018","2018",49,503788,9.7,7.2,12.9
,"Baltimore County, MD","24005","White","2106-3","2019","2019",18,497980,3.6,2.1,5.7
,"Baltimore County, MD","24005","White","2106-3","2020","2020",13,489836,2.7,1.4,4.5
,"Carroll County, MD","24013","White","2106-3","2018","2018",12,154810,7.8,4.0,13.5
,"Cecil County, MD","24015","White","2106-3","2018","2018",19,90978,20.9,12.6,32.6
,"Harford County, MD","24025","White","2106-3","2018","2018",15,201159,7.5,4.2,12.3
,"Montgomery County, MD","24031","White","2106-3","2018","2018",17,634136,2.7,1.6,4.3
,"Montgomery County, MD","24031","White","2106-3","2019","2019",14,630063,2.2,1.2,3.7
,"Prince George's County, MD","24033","Black or African American","2054-5","2018","2018",19,585797,3.2,2.0,5.1
,"Prince George's County, MD","24033","Black or African American","2054-5","2019","2019",13,585313,2.2,1.2,3.8
,"Prince George's County, MD","24033","Black or African American","2054-5","2020","2020",13,586515,2.2,1.2,3.8
,"Washington County, MD","24043","White","2106-3","2018","2018",16,124621,12.8,7.3,20.8
,"Baltimore city, MD","24510","Black or African American","2054-5","2018","2018",63,378476,16.6,12.8,21.3
,"Baltimore city, MD","24510","Black or African American","2054-5","2019","2019",40,372277,10.7,7.7,14.6
,"Baltimore city, MD","24510","Black or African American","2054-5","2020","2020",18,367721,4.9,2.9,7.7
,"Baltimore city, MD","24510","Black or African American","2054-5","2021","2021",10,359700,2.8,1.3,5.1
,"Baltimore city, MD","24510","Black or African American","2054-5","2024 ","2024",17,344616,4.9,2.9,7.9
,"Baltimore city, MD","24510","White","2106-3","2018","2018",17,191310,8.9,5.2,14.2
,"Baltimore city, MD","24510","White","2106-3","2019","2019",21,188646,11.1,6.9,17.0
,"Berkshire County, MA","25003","White","2106-3","2018","2018",27,116185,23.2,15.3,33.8
,"Berkshire County, MA","25003","White","2106-3","2019","2019",18,114747,15.7,9.3,24.8
,"Berkshire County, MA","25003","White","2106-3","2020","2020",26,114214,22.8,14.9,33.4
,"Berkshire County, MA","25003","White","2106-3","2021","2021",19,117665,16.1,9.7,25.2
,"Bristol County, MA","25005","White","2106-3","2018","2018",21,500335,4.2,2.6,6.4
,"Bristol County, MA","25005","White","2106-3","2019","2019",13,499091,2.6,1.4,4.5
,"Essex County, MA","25009","White","2106-3","2018","2018",21,673611,3.1,1.9,4.8
,"Essex County, MA","25009","White","2106-3","2019","2019",12,671146,1.8,0.9,3.1
,"Franklin County, MA","25011","White","2106-3","2018","2018",15,66577,22.5,12.6,37.2
,"Hampden County, MA","25013","White","2106-3","2018","2018",133,389390,34.2,28.4,40.0
,"Hampden County, MA","25013","White","2106-3","2019","2019",118,385403,30.6,25.1,36.1
,"Hampden County, MA","25013","White","2106-3","2020","2020",69,381765,18.1,14.1,22.9
,"Hampden County, MA","25013","White","2106-3","2021","2021",50,378860,13.2,9.8,17.4
,"Hampden County, MA","25013","White","2106-3","2022","2022",35,376345,9.3,6.5,12.9
,"Hampden County, MA","25013","White","2106-3","2023","2023",28,374580,7.5,5.0,10.8
,"Hampden County, MA","25013","White","2106-3","2024 ","2024",19,375021,5.1,3.1,7.9
,"Hampshire County, MA","25015","White","2106-3","2018","2018",22,142050,15.5,9.7,23.4
,"Hampshire County, MA","25015","White","2106-3","2019","2019",28,141530,19.8,13.1,28.6
,"Hampshire County, MA","25015","White","2106-3","2020","2020",14,141803,9.9,5.4,16.6
,"Hampshire County, MA","25015","White","2106-3","2021","2021",13,141977,9.2,4.9,15.7
,"Middlesex County, MA","25017","White","2106-3","2018","2018",44,1267061,3.5,2.5,4.7
,"Middlesex County, MA","25017","White","2106-3","2019","2019",32,1260039,2.5,1.7,3.6
,"Middlesex County, MA","25017","White","2106-3","2020","2020",15,1247166,1.2,0.7,2.0
,"Norfolk County, MA","25021","White","2106-3","2018","2018",28,550905,5.1,3.4,7.3
,"Plymouth County, MA","25023","White","2106-3","2018","2018",15,438624,3.4,1.9,5.6
,"Plymouth County, MA","25023","White","2106-3","2019","2019",13,438775,3.0,1.6,5.1
,"Suffolk County, MA","25025","White","2106-3","2018","2018",25,496569,5.0,3.3,7.4
,"Suffolk County, MA","25025","White","2106-3","2019","2019",19,496217,3.8,2.3,6.0
,"Suffolk County, MA","25025","White","2106-3","2020","2020",10,494074,2.0,1.0,3.7
,"Worcester County, MA","25027","White","2106-3","2018","2018",92,713678,12.9,10.4,15.8
,"Worcester County, MA","25027","White","2106-3","2019","2019",73,711713,10.3,8.0,12.9
,"Worcester County, MA","25027","White","2106-3","2020","2020",42,707319,5.9,4.3,8.0
,"Worcester County, MA","25027","White","2106-3","2021","2021",19,731867,2.6,1.6,4.1
,"Worcester County, MA","25027","White","2106-3","2022","2022",14,728689,1.9,1.1,3.2
,"Calhoun County, MI","26025","White","2106-3","2018","2018",11,109628,10.0,5.0,18.0
,"Genesee County, MI","26049","White","2106-3","2018","2018",45,306705,14.7,10.7,19.6
,"Genesee County, MI","26049","White","2106-3","2020","2020",13,303520,4.3,2.3,7.3
,"Ingham County, MI","26065","White","2106-3","2018","2018",19,221224,8.6,5.2,13.4
,"Ingham County, MI","26065","White","2106-3","2019","2019",21,221071,9.5,5.9,14.5
,"Kent County, MI","26081","White","2106-3","2018","2018",16,537844,3.0,1.7,4.8
,"Kent County, MI","26081","White","2106-3","2019","2019",29,540150,5.4,3.6,7.7
,"Kent County, MI","26081","White","2106-3","2020","2020",23,539500,4.3,2.7,6.4
,"Macomb County, MI","26099","White","2106-3","2018","2018",87,706920,12.3,9.9,15.2
,"Macomb County, MI","26099","White","2106-3","2019","2019",37,701552,5.3,3.7,7.3
,"Macomb County, MI","26099","White","2106-3","2020","2020",37,693106,5.3,3.8,7.4
,"Macomb County, MI","26099","White","2106-3","2021","2021",15,692766,2.2,1.2,3.6
,"Macomb County, MI","26099","White","2106-3","2022","2022",13,683307,1.9,1.0,3.3
,"Monroe County, MI","26115","White","2106-3","2018","2018",15,141942,10.6,5.9,17.4
,"Muskegon County, MI","26121","White","2106-3","2018","2018",11,140786,7.8,3.9,14.0
,"Muskegon County, MI","26121","White","2106-3","2019","2019",10,140892,7.1,3.4,13.1
,"Muskegon County, MI","26121","White","2106-3","2020","2020",11,140819,7.8,3.9,14.0
,"Oakland County, MI","26125","White","2106-3","2018","2018",25,948504,2.6,1.7,3.9
,"Oakland County, MI","26125","White","2106-3","2020","2020",11,941315,1.2,0.6,2.1
,"Oakland County, MI","26125","White","2106-3","2022","2022",15,947323,1.6,0.9,2.6
,"Ottawa County, MI","26139","White","2106-3","2018","2018",11,268707,4.1,2.0,7.3
,"Washtenaw County, MI","26161","White","2106-3","2018","2018",18,274712,6.6,3.9,10.4
,"Washtenaw County, MI","26161","White","2106-3","2019","2019",14,272901,5.1,2.8,8.6
,"Washtenaw County, MI","26161","White","2106-3","2020","2020",15,271958,5.5,3.1,9.1
,"Wayne County, MI","26163","Black or African American","2054-5","2018","2018",115,680275,16.9,13.8,20.0
,"Wayne County, MI","26163","Black or African American","2054-5","2019","2019",105,677506,15.5,12.5,18.5
,"Wayne County, MI","26163","Black or African American","2054-5","2020","2020",90,673978,13.4,10.7,16.4
,"Wayne County, MI","26163","Black or African American","2054-5","2021","2021",53,682152,7.8,5.8,10.2
,"Wayne County, MI","26163","Black or African American","2054-5","2022","2022",45,673771,6.7,4.9,8.9
,"Wayne County, MI","26163","Black or African American","2054-5","2023","2023",25,667404,3.7,2.4,5.5
,"Wayne County, MI","26163","Black or African American","2054-5","2024 ","2024",23,664151,3.5,2.2,5.2
,"Wayne County, MI","26163","White","2106-3","2018","2018",137,958219,14.3,11.9,16.7
,"Wayne County, MI","26163","White","2106-3","2019","2019",98,955381,10.3,8.3,12.5
,"Wayne County, MI","26163","White","2106-3","2020","2020",89,948590,9.4,7.5,11.5
,"Wayne County, MI","26163","White","2106-3","2021","2021",34,970289,3.5,2.4,4.9
,"Wayne County, MI","26163","White","2106-3","2022","2022",22,959275,2.3,1.4,3.5
,"Wayne County, MI","26163","White","2106-3","2023","2023",16,957690,1.7,1.0,2.7
,"Wayne County, MI","26163","White","2106-3","2024 ","2024",10,969204,1.0,0.5,1.9
,"Anoka County, MN","27003","White","2106-3","2021","2021",10,299281,3.3,1.6,6.1
,"Hennepin County, MN","27053","Black or African American","2054-5","2018","2018",12,171910,7.0,3.6,12.2
,"Hennepin County, MN","27053","Black or African American","2054-5","2019","2019",22,175102,12.6,7.9,19.0
,"Hennepin County, MN","27053","Black or African American","2054-5","2020","2020",14,177669,7.9,4.3,13.2
,"Hennepin County, MN","27053","Black or African American","2054-5","2021","2021",13,180265,7.2,3.8,12.3
,"Hennepin County, MN","27053","White","2106-3","2018","2018",24,937036,2.6,1.6,3.8
,"Hennepin County, MN","27053","White","2106-3","2019","2019",23,939500,2.4,1.6,3.7
,"Hennepin County, MN","27053","White","2106-3","2020","2020",30,936447,3.2,2.2,4.6
,"Hennepin County, MN","27053","White","2106-3","2021","2021",21,932174,2.3,1.4,3.4
,"DeSoto County, MS","28033","White","2106-3","2018","2018",10,123191,8.1,3.9,14.9
,"Jackson County, MS","28059","White","2106-3","2020","2020",17,105284,16.1,9.4,25.9
,"Jackson County, MS","28059","White","2106-3","2021","2021",11,105352,10.4,5.2,18.7
,"Pearl River County, MS","28109","White","2106-3","2019","2019",10,46900,21.3,10.2,39.2
,"Greene County, MO","29077","White","2106-3","2021","2021",10,271037,3.7,1.8,6.8
,"Jackson County, MO","29095","White","2106-3","2018","2018",21,491222,4.3,2.6,6.5
,"Jackson County, MO","29095","White","2106-3","2019","2019",13,493242,2.6,1.4,4.5
,"Jackson County, MO","29095","White","2106-3","2020","2020",15,493726,3.0,1.7,5.0
,"Jefferson County, MO","29099","White","2106-3","2018","2018",24,215517,11.1,7.1,16.6
,"Jefferson County, MO","29099","White","2106-3","2019","2019",13,216023,6.0,3.2,10.3
,"St. Charles County, MO","29183","White","2106-3","2018","2018",34,358794,9.5,6.6,13.2
,"St. Charles County, MO","29183","White","2106-3","2019","2019",10,360266,2.8,1.3,5.1
,"St. Louis County, MO","29189","Black or African American","2054-5","2018","2018",58,247870,23.4,17.8,30.2
,"St. Louis County, MO","29189","Black or African American","2054-5","2019","2019",49,248634,19.7,14.6,26.1
,"St. Louis County, MO","29189","Black or African American","2054-5","2020","2020",24,249458,9.6,6.2,14.3
,"St. Louis County, MO","29189","Black or African American","2054-5","2021","2021",12,249885,4.8,2.5,8.4
,"St. Louis County, MO","29189","White","2106-3","2018","2018",59,679494,8.7,6.6,11.2
,"St. Louis County, MO","29189","White","2106-3","2019","2019",30,674770,4.4,3.0,6.3
,"St. Louis County, MO","29189","White","2106-3","2020","2020",15,670952,2.2,1.3,3.7
,"St. Louis city, MO","29510","Black or African American","2054-5","2018","2018",57,139095,41.0,31.0,53.1
,"St. Louis city, MO","29510","Black or African American","2054-5","2019","2019",40,136167,29.4,21.0,40.0
,"St. Louis city, MO","29510","Black or African American","2054-5","2020","2020",24,133652,18.0,11.5,26.7
,"St. Louis city, MO","29510","White","2106-3","2018","2018",27,144301,18.7,12.3,27.2
,"St. Louis city, MO","29510","White","2106-3","2019","2019",10,144649,6.9,3.3,12.7
,"Douglas County, NE","31055","White","2106-3","2020","2020",11,458162,2.4,1.2,4.3
,"Clark County, NV","32003","Black or African American","2054-5","2021","2021",10,312095,3.2,1.5,5.9
,"Clark County, NV","32003","White","2106-3","2018","2018",73,1560118,4.7,3.7,5.9
,"Clark County, NV","32003","White","2106-3","2019","2019",75,1576007,4.8,3.7,6.0
,"Clark County, NV","32003","White","2106-3","2020","2020",83,1590696,5.2,4.2,6.5
,"Clark County, NV","32003","White","2106-3","2021","2021",60,1558762,3.8,2.9,5.0
,"Clark County, NV","32003","White","2106-3","2022","2022",59,1561684,3.8,2.9,4.9
,"Clark County, NV","32003","White","2106-3","2023","2023",40,1554582,2.6,1.8,3.5
,"Clark County, NV","32003","White","2106-3","2024 ","2024",24,1579677,1.5,1.0,2.3
,"Washoe County, NV","32031","White","2106-3","2018","2018",16,394949,4.1,2.3,6.6
,"Washoe County, NV","32031","White","2106-3","2019","2019",24,398978,6.0,3.9,9.0
,"Washoe County, NV","32031","White","2106-3","2020","2020",19,401725,4.7,2.8,7.4
,"Washoe County, NV","32031","White","2106-3","2021","2021",33,413856,8.0,5.5,11.2
,"Washoe County, NV","32031","White","2106-3","2022","2022",14,414475,3.4,1.8,5.7
,"Atlantic County, NJ","34001","Black or African American","2054-5","2018","2018",12,45468,26.4,13.6,46.1
,"Atlantic County, NJ","34001","White","2106-3","2018","2018",41,188817,21.7,15.6,29.5
,"Atlantic County, NJ","34001","White","2106-3","2019","2019",38,187983,20.2,14.3,27.7
,"Atlantic County, NJ","34001","White","2106-3","2020","2020",16,186788,8.6,4.9,13.9
,"Atlantic County, NJ","34001","White","2106-3","2021","2021",13,195631,6.6,3.5,11.4
,"Atlantic County, NJ","34001","White","2106-3","2022","2022",18,195726,9.2,5.5,14.5
,"Bergen County, NJ","34003","White","2106-3","2018","2018",74,684147,10.8,8.5,13.6
,"Bergen County, NJ","34003","White","2106-3","2019","2019",59,679302,8.7,6.6,11.2
,"Bergen County, NJ","34003","White","2106-3","2020","2020",43,673006,6.4,4.6,8.6
,"Bergen County, NJ","34003","White","2106-3","2021","2021",42,686811,6.1,4.4,8.3
,"Bergen County, NJ","34003","White","2106-3","2022","2022",20,680903,2.9,1.8,4.5
,"Bergen County, NJ","34003","White","2106-3","2023","2023",11,680634,1.6,0.8,2.9
,"Burlington County, NJ","34005","White","2106-3","2018","2018",49,325718,15.0,11.1,19.9
,"Burlington County, NJ","34005","White","2106-3","2019","2019",38,324486,11.7,8.3,16.1
,"Burlington County, NJ","34005","White","2106-3","2020","2020",15,322776,4.6,2.6,7.7
,"Camden County, NJ","34007","Black or African American","2054-5","2018","2018",32,109413,29.2,20.0,41.3
