"Notes","County","County Code","Single Race 6","Single Race 6 Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Baldwin County, AL","01003","White","2106-3","2019","2019",12,195198,6.1,3.2,10.7
,"Baldwin County, AL","01003","White","2106-3","2020","2020",19,200478,9.5,5.7,14.8
,"Baldwin County, AL","01003","White","2106-3","2021","2021",42,209243,20.1,14.5,27.1
,"Baldwin County, AL","01003","White","2106-3","2022","2022",37,215369,17.2,12.1,23.7
,"Baldwin County, AL","01003","White","2106-3","2023","2023",29,221497,13.1,8.8,18.8
,"Baldwin County, AL","01003","White","2106-3","2024 ","2024",16,228075,7.0,4.0,11.4
,"Blount County, AL","01009","White","2106-3","2023","2023",12,56978,21.1,10.9,36.8
,"Calhoun County, AL","01015","White","2106-3","2021","2021",10,86590,11.5,5.5,21.2
,"Calhoun County, AL","01015","White","2106-3","2022","2022",20,85491,23.4,14.3,36.1
,"Calhoun County, AL","01015","White","2106-3","2023","2023",12,85762,14.0,7.2,24.4
,"Colbert County, AL","01033","White","2106-3","2023","2023",12,46860,25.6,13.2,44.7
,"Colbert County, AL","01033","White","2106-3","2024 ","2024",12,47089,25.5,13.2,44.5
,"Cullman County, AL","01043","White","2106-3","2021","2021",15,85692,17.5,9.8,28.9
,"Cullman County, AL","01043","White","2106-3","2022","2022",17,86805,19.6,11.4,31.4
,"Cullman County, AL","01043","White","2106-3","2023","2023",14,88049,15.9,8.7,26.7
,"Cullman County, AL","01043","White","2106-3","2024 ","2024",14,88406,15.8,8.7,26.6
,"DeKalb County, AL","01049","White","2106-3","2020","2020",11,66326,16.6,8.3,29.7
,"DeKalb County, AL","01049","White","2106-3","2023","2023",12,66827,18.0,9.3,31.4
,"DeKalb County, AL","01049","White","2106-3","2024 ","2024",10,67226,14.9,7.1,27.4
,"Etowah County, AL","01055","White","2106-3","2021","2021",16,82973,19.3,11.0,31.3
,"Etowah County, AL","01055","White","2106-3","2022","2022",15,83267,18.0,10.1,29.7
,"Etowah County, AL","01055","White","2106-3","2023","2023",12,83365,14.4,7.4,25.1
,"Etowah County, AL","01055","White","2106-3","2024 ","2024",21,83133,25.3,15.6,38.6
,"Jefferson County, AL","01073","Black or African American","2054-5","2020","2020",15,286304,5.2,2.9,8.6
,"Jefferson County, AL","01073","Black or African American","2054-5","2021","2021",25,292432,8.5,5.5,12.6
,"Jefferson County, AL","01073","Black or African American","2054-5","2022","2022",36,290587,12.4,8.7,17.2
,"Jefferson County, AL","01073","Black or African American","2054-5","2023","2023",43,287448,15.0,10.8,20.1
,"Jefferson County, AL","01073","Black or African American","2054-5","2024 ","2024",34,286820,11.9,8.2,16.6
,"Jefferson County, AL","01073","White","2106-3","2018","2018",30,350457,8.6,5.8,12.2
,"Jefferson County, AL","01073","White","2106-3","2019","2019",49,349516,14.0,10.4,18.5
,"Jefferson County, AL","01073","White","2106-3","2020","2020",63,345894,18.2,14.0,23.3
,"Jefferson County, AL","01073","White","2106-3","2021","2021",87,351604,24.7,19.8,30.5
,"Jefferson County, AL","01073","White","2106-3","2022","2022",92,350423,26.3,21.2,32.2
,"Jefferson County, AL","01073","White","2106-3","2023","2023",95,350506,27.1,21.9,33.1
,"Jefferson County, AL","01073","White","2106-3","2024 ","2024",75,350931,21.4,16.8,26.8
,"Lauderdale County, AL","01077","White","2106-3","2022","2022",10,82646,12.1,5.8,22.3
,"Lauderdale County, AL","01077","White","2106-3","2023","2023",10,83347,12.0,5.8,22.1
,"Lee County, AL","01081","White","2106-3","2023","2023",11,129171,8.5,4.3,15.2
,"Lee County, AL","01081","White","2106-3","2024 ","2024",11,131570,8.4,4.2,15.0
,"Madison County, AL","01089","Black or African American","2054-5","2021","2021",10,97954,10.2,4.9,18.8
,"Madison County, AL","01089","White","2106-3","2020","2020",17,261170,6.5,3.8,10.4
,"Madison County, AL","01089","White","2106-3","2021","2021",27,271884,9.9,6.5,14.4
,"Madison County, AL","01089","White","2106-3","2022","2022",21,275671,7.6,4.7,11.6
,"Madison County, AL","01089","White","2106-3","2023","2023",18,281401,6.4,3.8,10.1
,"Madison County, AL","01089","White","2106-3","2024 ","2024",17,287216,5.9,3.4,9.5
,"Marshall County, AL","01095","White","2106-3","2019","2019",10,89814,11.1,5.3,20.5
,"Marshall County, AL","01095","White","2106-3","2022","2022",15,91863,16.3,9.1,26.9
,"Marshall County, AL","01095","White","2106-3","2023","2023",13,92823,14.0,7.5,23.9
,"Mobile County, AL","01097","Black or African American","2054-5","2022","2022",11,151017,7.3,3.6,13.0
,"Mobile County, AL","01097","White","2106-3","2019","2019",11,243845,4.5,2.3,8.1
,"Mobile County, AL","01097","White","2106-3","2020","2020",15,242534,6.2,3.5,10.2
,"Mobile County, AL","01097","White","2106-3","2021","2021",24,241735,9.9,6.4,14.8
,"Mobile County, AL","01097","White","2106-3","2022","2022",38,239937,15.8,11.2,21.7
,"Mobile County, AL","01097","White","2106-3","2023","2023",40,239574,16.7,11.9,22.7
,"Mobile County, AL","01097","White","2106-3","2024 ","2024",47,238918,19.7,14.5,26.2
,"Montgomery County, AL","01101","White","2106-3","2022","2022",13,75717,17.2,9.1,29.4
,"Montgomery County, AL","01101","White","2106-3","2023","2023",12,75238,15.9,8.2,27.9
,"Morgan County, AL","01103","White","2106-3","2022","2022",12,101951,11.8,6.1,20.6
,"St. Clair County, AL","01115","White","2106-3","2020","2020",10,79039,12.7,6.1,23.3
,"St. Clair County, AL","01115","White","2106-3","2021","2021",18,80389,22.4,13.3,35.4
,"St. Clair County, AL","01115","White","2106-3","2022","2022",24,80969,29.6,19.0,44.1
,"St. Clair County, AL","01115","White","2106-3","2023","2023",22,81662,26.9,16.9,40.8
,"St. Clair County, AL","01115","White","2106-3","2024 ","2024",15,82559,18.2,10.2,30.0
,"Shelby County, AL","01117","White","2106-3","2019","2019",13,179689,7.2,3.9,12.4
,"Shelby County, AL","01117","White","2106-3","2020","2020",16,181626,8.8,5.0,14.3
,"Shelby County, AL","01117","White","2106-3","2021","2021",24,184994,13.0,8.3,19.3
,"Shelby County, AL","01117","White","2106-3","2022","2022",27,186538,14.5,9.5,21.1
,"Shelby County, AL","01117","White","2106-3","2023","2023",12,187990,6.4,3.3,11.2
,"Shelby County, AL","01117","White","2106-3","2024 ","2024",21,189060,11.1,6.9,17.0
,"Talladega County, AL","01121","White","2106-3","2021","2021",10,52124,19.2,9.2,35.3
,"Tuscaloosa County, AL","01125","White","2106-3","2019","2019",14,134441,10.4,5.7,17.5
,"Tuscaloosa County, AL","01125","White","2106-3","2020","2020",11,134348,8.2,4.1,14.7
,"Tuscaloosa County, AL","01125","White","2106-3","2021","2021",21,144457,14.5,9.0,22.2
,"Tuscaloosa County, AL","01125","White","2106-3","2022","2022",17,150820,11.3,6.6,18.0
,"Tuscaloosa County, AL","01125","White","2106-3","2023","2023",15,151248,9.9,5.6,16.4
,"Tuscaloosa County, AL","01125","White","2106-3","2024 ","2024",21,153303,13.7,8.5,20.9
,"Walker County, AL","01127","White","2106-3","2021","2021",11,58895,18.7,9.3,33.4
,"Walker County, AL","01127","White","2106-3","2022","2022",27,58384,46.2,30.5,67.3
,"Walker County, AL","01127","White","2106-3","2023","2023",30,58678,51.1,34.5,73.0
,"Walker County, AL","01127","White","2106-3","2024 ","2024",29,58975,49.2,32.9,70.6
,"Anchorage Borough, AK","02020","American Indian or Alaska Native","1002-5","2019","2019",10,26179,38.2,18.3,70.2
,"Anchorage Borough, AK","02020","American Indian or Alaska Native","1002-5","2020","2020",11,26200,42.0,21.0,75.1
,"Anchorage Borough, AK","02020","American Indian or Alaska Native","1002-5","2021","2021",26,26655,97.5,63.7,142.9
,"Anchorage Borough, AK","02020","American Indian or Alaska Native","1002-5","2022","2022",22,27398,80.3,50.3,121.6
,"Anchorage Borough, AK","02020","American Indian or Alaska Native","1002-5","2023","2023",35,27711,126.3,88.0,175.7
,"Anchorage Borough, AK","02020","American Indian or Alaska Native","1002-5","2024 ","2024",45,28238,159.4,116.2,213.2
,"Anchorage Borough, AK","02020","White","2106-3","2018","2018",19,186316,10.2,6.1,15.9
,"Anchorage Borough, AK","02020","White","2106-3","2020","2020",19,181002,10.5,6.3,16.4
,"Anchorage Borough, AK","02020","White","2106-3","2021","2021",42,181000,23.2,16.7,31.4
,"Anchorage Borough, AK","02020","White","2106-3","2022","2022",36,177781,20.2,14.2,28.0
,"Anchorage Borough, AK","02020","White","2106-3","2023","2023",62,176764,35.1,26.9,45.0
,"Anchorage Borough, AK","02020","White","2106-3","2024 ","2024",50,176953,28.3,21.0,37.3
,"Anchorage Borough, AK","02020","More than one race","M","2021","2021",10,25449,39.3,18.8,72.3
,"Anchorage Borough, AK","02020","More than one race","M","2022","2022",14,26231,53.4,29.2,89.5
,"Anchorage Borough, AK","02020","More than one race","M","2024 ","2024",10,26302,38.0,18.2,69.9
,"Matanuska-Susitna Borough, AK","02170","White","2106-3","2019","2019",11,89375,12.3,6.1,22.0
,"Matanuska-Susitna Borough, AK","02170","White","2106-3","2021","2021",19,90598,21.0,12.6,32.7
,"Matanuska-Susitna Borough, AK","02170","White","2106-3","2022","2022",15,92295,16.3,9.1,26.8
,"Matanuska-Susitna Borough, AK","02170","White","2106-3","2023","2023",20,93666,21.4,13.0,33.0
,"Matanuska-Susitna Borough, AK","02170","White","2106-3","2024 ","2024",30,95167,31.5,21.3,45.0
,"Apache County, AZ","04001","American Indian or Alaska Native","1002-5","2021","2021",10,48905,20.4,9.8,37.6
,"Apache County, AZ","04001","American Indian or Alaska Native","1002-5","2022","2022",11,47999,22.9,11.4,41.0
,"Apache County, AZ","04001","American Indian or Alaska Native","1002-5","2023","2023",22,47598,46.2,29.0,70.0
,"Apache County, AZ","04001","American Indian or Alaska Native","1002-5","2024 ","2024",12,47013,25.5,13.2,44.6
,"Cochise County, AZ","04003","White","2106-3","2019","2019",10,110465,9.1,4.3,16.6
,"Cochise County, AZ","04003","White","2106-3","2020","2020",21,111482,18.8,11.7,28.8
,"Cochise County, AZ","04003","White","2106-3","2021","2021",22,110083,20.0,12.5,30.3
,"Cochise County, AZ","04003","White","2106-3","2022","2022",26,109929,23.7,15.4,34.7
,"Cochise County, AZ","04003","White","2106-3","2023","2023",19,109281,17.4,10.5,27.2
,"Cochise County, AZ","04003","White","2106-3","2024 ","2024",16,109998,14.5,8.3,23.6
,"Coconino County, AZ","04005","American Indian or Alaska Native","1002-5","2020","2020",12,38902,30.8,15.9,53.9
,"Coconino County, AZ","04005","American Indian or Alaska Native","1002-5","2021","2021",10,39918,25.1,12.0,46.1
,"Coconino County, AZ","04005","American Indian or Alaska Native","1002-5","2023","2023",11,39048,28.2,14.1,50.4
,"Coconino County, AZ","04005","White","2106-3","2023","2023",10,95109,10.5,5.0,19.3
,"Coconino County, AZ","04005","White","2106-3","2024 ","2024",10,95116,10.5,5.0,19.3
,"Gila County, AZ","04007","White","2106-3","2022","2022",16,42209,37.9,21.7,61.6
,"Maricopa County, AZ","04013","American Indian or Alaska Native","1002-5","2018","2018",13,123814,10.5,5.6,18.0
,"Maricopa County, AZ","04013","American Indian or Alaska Native","1002-5","2019","2019",16,127006,12.6,7.2,20.5
,"Maricopa County, AZ","04013","American Indian or Alaska Native","1002-5","2020","2020",32,131225,24.4,16.7,34.4
,"Maricopa County, AZ","04013","American Indian or Alaska Native","1002-5","2021","2021",41,132593,30.9,22.2,41.9
,"Maricopa County, AZ","04013","American Indian or Alaska Native","1002-5","2022","2022",51,132346,38.5,28.7,50.7
,"Maricopa County, AZ","04013","American Indian or Alaska Native","1002-5","2023","2023",41,134506,30.5,21.9,41.4
,"Maricopa County, AZ","04013","American Indian or Alaska Native","1002-5","2024 ","2024",54,138099,39.1,29.4,51.0
,"Maricopa County, AZ","04013","Black or African American","2054-5","2018","2018",19,275869,6.9,4.1,10.8
,"Maricopa County, AZ","04013","Black or African American","2054-5","2019","2019",44,286319,15.4,11.2,20.6
,"Maricopa County, AZ","04013","Black or African American","2054-5","2020","2020",62,300001,20.7,15.8,26.5
,"Maricopa County, AZ","04013","Black or African American","2054-5","2021","2021",72,300365,24.0,18.8,30.2
,"Maricopa County, AZ","04013","Black or African American","2054-5","2022","2022",87,310241,28.0,22.5,34.6
,"Maricopa County, AZ","04013","Black or African American","2054-5","2023","2023",103,318613,32.3,26.1,38.6
,"Maricopa County, AZ","04013","Black or African American","2054-5","2024 ","2024",105,332881,31.5,25.5,37.6
,"Maricopa County, AZ","04013","White","2106-3","2018","2018",314,3663379,8.6,7.6,9.5
,"Maricopa County, AZ","04013","White","2106-3","2019","2019",388,3713896,10.4,9.4,11.5
,"Maricopa County, AZ","04013","White","2106-3","2020","2020",529,3769382,14.0,12.8,15.2
,"Maricopa County, AZ","04013","White","2106-3","2021","2021",641,3686444,17.4,16.0,18.7
,"Maricopa County, AZ","04013","White","2106-3","2022","2022",694,3717607,18.7,17.3,20.1
,"Maricopa County, AZ","04013","White","2106-3","2023","2023",696,3726222,18.7,17.3,20.1
,"Maricopa County, AZ","04013","White","2106-3","2024 ","2024",763,3764080,20.3,18.8,21.7
,"Maricopa County, AZ","04013","More than one race","M","2018","2018",17,132150,12.9,7.5,20.6
,"Maricopa County, AZ","04013","More than one race","M","2019","2019",13,137529,9.5,5.0,16.2
,"Maricopa County, AZ","04013","More than one race","M","2020","2020",24,146516,16.4,10.5,24.4
,"Maricopa County, AZ","04013","More than one race","M","2021","2021",34,147721,23.0,15.9,32.2
,"Maricopa County, AZ","04013","More than one race","M","2022","2022",29,152365,19.0,12.7,27.3
,"Maricopa County, AZ","04013","More than one race","M","2023","2023",34,156689,21.7,15.0,30.3
,"Maricopa County, AZ","04013","More than one race","M","2024 ","2024",36,162891,22.1,15.5,30.6
,"Mohave County, AZ","04015","White","2106-3","2018","2018",12,192331,6.2,3.2,10.9
,"Mohave County, AZ","04015","White","2106-3","2019","2019",13,194601,6.7,3.6,11.4
,"Mohave County, AZ","04015","White","2106-3","2020","2020",24,198625,12.1,7.7,18.0
,"Mohave County, AZ","04015","White","2106-3","2021","2021",35,198422,17.6,12.3,24.5
,"Mohave County, AZ","04015","White","2106-3","2022","2022",36,201315,17.9,12.5,24.8
,"Mohave County, AZ","04015","White","2106-3","2023","2023",40,203413,19.7,14.0,26.8
,"Mohave County, AZ","04015","White","2106-3","2024 ","2024",60,205248,29.2,22.3,37.6
,"Navajo County, AZ","04017","American Indian or Alaska Native","1002-5","2021","2021",12,48192,24.9,12.9,43.5
,"Navajo County, AZ","04017","American Indian or Alaska Native","1002-5","2022","2022",10,47253,21.2,10.1,38.9
,"Navajo County, AZ","04017","American Indian or Alaska Native","1002-5","2023","2023",16,47736,33.5,19.2,54.4
,"Navajo County, AZ","04017","American Indian or Alaska Native","1002-5","2024 ","2024",18,47570,37.8,22.4,59.8
,"Navajo County, AZ","04017","White","2106-3","2021","2021",13,55242,23.5,12.5,40.2
,"Navajo County, AZ","04017","White","2106-3","2022","2022",12,56562,21.2,11.0,37.1
,"Navajo County, AZ","04017","White","2106-3","2023","2023",10,56506,17.7,8.5,32.5
,"Pima County, AZ","04019","American Indian or Alaska Native","1002-5","2021","2021",16,46911,34.1,19.5,55.4
,"Pima County, AZ","04019","American Indian or Alaska Native","1002-5","2022","2022",18,46052,39.1,23.2,61.8
,"Pima County, AZ","04019","American Indian or Alaska Native","1002-5","2023","2023",19,46099,41.2,24.8,64.4
,"Pima County, AZ","04019","American Indian or Alaska Native","1002-5","2024 ","2024",19,47280,40.2,24.2,62.8
,"Pima County, AZ","04019","Black or African American","2054-5","2020","2020",11,45672,24.1,12.0,43.1
,"Pima County, AZ","04019","Black or African American","2054-5","2022","2022",18,47136,38.2,22.6,60.4
,"Pima County, AZ","04019","Black or African American","2054-5","2023","2023",18,48872,36.8,21.8,58.2
,"Pima County, AZ","04019","Black or African American","2054-5","2024 ","2024",14,51186,27.4,15.0,45.9
,"Pima County, AZ","04019","White","2106-3","2018","2018",85,882105,9.6,7.7,11.9
,"Pima County, AZ","04019","White","2106-3","2019","2019",109,888256,12.3,10.0,14.6
,"Pima County, AZ","04019","White","2106-3","2020","2020",150,897195,16.7,14.0,19.4
,"Pima County, AZ","04019","White","2106-3","2021","2021",167,887097,18.8,16.0,21.7
,"Pima County, AZ","04019","White","2106-3","2022","2022",184,890230,20.7,17.7,23.7
,"Pima County, AZ","04019","White","2106-3","2023","2023",183,891287,20.5,17.6,23.5
,"Pima County, AZ","04019","White","2106-3","2024 ","2024",184,899216,20.5,17.5,23.4
,"Pinal County, AZ","04021","White","2106-3","2018","2018",19,370360,5.1,3.1,8.0
,"Pinal County, AZ","04021","White","2106-3","2019","2019",29,382579,7.6,5.1,10.9
,"Pinal County, AZ","04021","White","2106-3","2020","2020",27,396011,6.8,4.5,9.9
,"Pinal County, AZ","04021","White","2106-3","2021","2021",52,368531,14.1,10.5,18.5
,"Pinal County, AZ","04021","White","2106-3","2022","2022",38,379668,10.0,7.1,13.7
,"Pinal County, AZ","04021","White","2106-3","2023","2023",43,393307,10.9,7.9,14.7
,"Pinal County, AZ","04021","White","2106-3","2024 ","2024",43,415593,10.3,7.5,13.9
,"Yavapai County, AZ","04025","White","2106-3","2018","2018",15,216777,6.9,3.9,11.4
,"Yavapai County, AZ","04025","White","2106-3","2019","2019",31,219278,14.1,9.6,20.1
,"Yavapai County, AZ","04025","White","2106-3","2020","2020",30,223682,13.4,9.0,19.1
,"Yavapai County, AZ","04025","White","2106-3","2021","2021",31,225101,13.8,9.4,19.5
,"Yavapai County, AZ","04025","White","2106-3","2022","2022",27,228459,11.8,7.8,17.2
,"Yavapai County, AZ","04025","White","2106-3","2023","2023",33,230726,14.3,9.8,20.1
,"Yavapai County, AZ","04025","White","2106-3","2024 ","2024",38,232884,16.3,11.5,22.4
,"Yuma County, AZ","04027","White","2106-3","2021","2021",11,188077,5.8,2.9,10.5
,"Yuma County, AZ","04027","White","2106-3","2022","2022",13,189312,6.9,3.7,11.7
,"Yuma County, AZ","04027","White","2106-3","2023","2023",11,193107,5.7,2.8,10.2
,"Yuma County, AZ","04027","White","2106-3","2024 ","2024",19,199401,9.5,5.7,14.9
,"Benton County, AR","05007","White","2106-3","2020","2020",19,253741,7.5,4.5,11.7
,"Benton County, AR","05007","White","2106-3","2021","2021",20,257354,7.8,4.7,12.0
,"Benton County, AR","05007","White","2106-3","2022","2022",19,264315,7.2,4.3,11.2
,"Craighead County, AR","05031","White","2106-3","2024 ","2024",11,88921,12.4,6.2,22.1
,"Garland County, AR","05051","White","2106-3","2020","2020",12,86688,13.8,7.2,24.2
,"Garland County, AR","05051","White","2106-3","2021","2021",11,87005,12.6,6.3,22.6
,"Garland County, AR","05051","White","2106-3","2022","2022",25,86840,28.8,18.6,42.5
,"Pulaski County, AR","05119","Black or African American","2054-5","2022","2022",14,154224,9.1,5.0,15.2
,"Pulaski County, AR","05119","Black or African American","2054-5","2023","2023",15,153412,9.8,5.5,16.1
,"Pulaski County, AR","05119","White","2106-3","2018","2018",17,225615,7.5,4.4,12.1
,"Pulaski County, AR","05119","White","2106-3","2019","2019",15,223996,6.7,3.7,11.0
,"Pulaski County, AR","05119","White","2106-3","2020","2020",40,222409,18.0,12.8,24.5
,"Pulaski County, AR","05119","White","2106-3","2021","2021",41,224697,18.2,13.1,24.8
,"Pulaski County, AR","05119","White","2106-3","2022","2022",38,223855,17.0,12.0,23.3
,"Pulaski County, AR","05119","White","2106-3","2023","2023",22,225409,9.8,6.1,14.8
,"Pulaski County, AR","05119","White","2106-3","2024 ","2024",30,225022,13.3,9.0,19.0
,"Saline County, AR","05125","White","2106-3","2019","2019",14,107666,13.0,7.1,21.8
,"Saline County, AR","05125","White","2106-3","2020","2020",12,108477,11.1,5.7,19.3
,"Saline County, AR","05125","White","2106-3","2021","2021",16,108782,14.7,8.4,23.9
,"Saline County, AR","05125","White","2106-3","2023","2023",14,110968,12.6,6.9,21.2
,"Sebastian County, AR","05131","White","2106-3","2020","2020",11,104176,10.6,5.3,18.9
,"Sebastian County, AR","05131","White","2106-3","2021","2021",11,104723,10.5,5.2,18.8
,"Sebastian County, AR","05131","White","2106-3","2022","2022",19,105186,18.1,10.9,28.2
,"Sebastian County, AR","05131","White","2106-3","2023","2023",11,104890,10.5,5.2,18.8
,"Washington County, AR","05143","White","2106-3","2022","2022",18,218909,8.2,4.9,13.0
,"Washington County, AR","05143","White","2106-3","2024 ","2024",10,225554,4.4,2.1,8.2
,"Alameda County, CA","06001","Asian","A","2020","2020",10,551814,1.8,0.9,3.3
,"Alameda County, CA","06001","Asian","A","2024 ","2024",10,584721,1.7,0.8,3.1
,"Alameda County, CA","06001","Black or African American","2054-5","2019","2019",17,184368,9.2,5.4,14.8
,"Alameda County, CA","06001","Black or African American","2054-5","2020","2020",17,180087,9.4,5.5,15.1
,"Alameda County, CA","06001","Black or African American","2054-5","2021","2021",31,176233,17.6,12.0,25.0
,"Alameda County, CA","06001","Black or African American","2054-5","2022","2022",56,175067,32.0,24.2,41.5
,"Alameda County, CA","06001","Black or African American","2054-5","2023","2023",64,171069,37.4,28.8,47.8
,"Alameda County, CA","06001","Black or African American","2054-5","2024 ","2024",51,169854,30.0,22.4,39.5
,"Alameda County, CA","06001","White","2106-3","2018","2018",33,828966,4.0,2.7,5.6
,"Alameda County, CA","06001","White","2106-3","2019","2019",37,823593,4.5,3.2,6.2
,"Alameda County, CA","06001","White","2106-3","2020","2020",45,804234,5.6,4.1,7.5
,"Alameda County, CA","06001","White","2106-3","2021","2021",74,788303,9.4,7.4,11.8
,"Alameda County, CA","06001","White","2106-3","2022","2022",95,767660,12.4,10.0,15.1
,"Alameda County, CA","06001","White","2106-3","2023","2023",106,764391,13.9,11.2,16.5
,"Alameda County, CA","06001","White","2106-3","2024 ","2024",115,762548,15.1,12.3,17.8
,"Alameda County, CA","06001","More than one race","M","2023","2023",10,91698,10.9,5.2,20.1
,"Alameda County, CA","06001","More than one race","M","2024 ","2024",12,93275,12.9,6.6,22.5
,"Butte County, CA","06007","White","2106-3","2018","2018",18,198672,9.1,5.4,14.3
,"Butte County, CA","06007","White","2106-3","2019","2019",26,187742,13.8,9.0,20.3
,"Butte County, CA","06007","White","2106-3","2020","2020",47,181090,26.0,19.1,34.5
,"Butte County, CA","06007","White","2106-3","2021","2021",73,176639,41.3,32.4,52.0
,"Butte County, CA","06007","White","2106-3","2022","2022",70,174774,40.1,31.2,50.6
,"Butte County, CA","06007","White","2106-3","2023","2023",90,173754,51.8,41.7,63.7
,"Butte County, CA","06007","White","2106-3","2024 ","2024",75,173775,43.2,33.9,54.1
,"Calaveras County, CA","06009","White","2106-3","2023","2023",10,41804,23.9,11.5,44.0
,"Contra Costa County, CA","06013","Black or African American","2054-5","2020","2020",20,109899,18.2,11.1,28.1
,"Contra Costa County, CA","06013","Black or African American","2054-5","2021","2021",30,110628,27.1,18.3,38.7
,"Contra Costa County, CA","06013","Black or African American","2054-5","2022","2022",24,109432,21.9,14.1,32.6
,"Contra Costa County, CA","06013","Black or African American","2054-5","2023","2023",37,107949,34.3,24.1,47.2
,"Contra Costa County, CA","06013","Black or African American","2054-5","2024 ","2024",27,108191,25.0,16.4,36.3
,"Contra Costa County, CA","06013","White","2106-3","2018","2018",51,753341,6.8,5.0,8.9
,"Contra Costa County, CA","06013","White","2106-3","2019","2019",59,751283,7.9,6.0,10.1
,"Contra Costa County, CA","06013","White","2106-3","2020","2020",69,740033,9.3,7.3,11.8
,"Contra Costa County, CA","06013","White","2106-3","2021","2021",102,739560,13.8,11.1,16.5
,"Contra Costa County, CA","06013","White","2106-3","2022","2022",90,726069,12.4,10.0,15.2
,"Contra Costa County, CA","06013","White","2106-3","2023","2023",93,720163,12.9,10.4,15.8
,"Contra Costa County, CA","06013","White","2106-3","2024 ","2024",82,721596,11.4,9.0,14.1
,"Del Norte County, CA","06015","White","2106-3","2022","2022",14,20969,66.8,36.5,112.0
,"Del Norte County, CA","06015","White","2106-3","2023","2023",15,20666,72.6,40.6,119.7
,"El Dorado County, CA","06017","White","2106-3","2020","2020",22,170129,12.9,8.1,19.6
,"El Dorado County, CA","06017","White","2106-3","2021","2021",16,169554,9.4,5.4,15.3
,"El Dorado County, CA","06017","White","2106-3","2022","2022",21,168377,12.5,7.7,19.1
,"El Dorado County, CA","06017","White","2106-3","2023","2023",19,167532,11.3,6.8,17.7
,"El Dorado County, CA","06017","White","2106-3","2024 ","2024",15,167538,9.0,5.0,14.8
,"Fresno County, CA","06019","Asian","A","2022","2022",10,120879,8.3,4.0,15.2
,"Fresno County, CA","06019","Asian","A","2024 ","2024",10,127501,7.8,3.8,14.4
,"Fresno County, CA","06019","Black or African American","2054-5","2021","2021",11,59787,18.4,9.2,32.9
,"Fresno County, CA","06019","Black or African American","2054-5","2022","2022",12,60323,19.9,10.3,34.7
,"Fresno County, CA","06019","Black or African American","2054-5","2023","2023",19,60869,31.2,18.8,48.7
,"Fresno County, CA","06019","Black or African American","2054-5","2024 ","2024",24,60588,39.6,25.4,58.9
,"Fresno County, CA","06019","White","2106-3","2018","2018",42,762683,5.5,4.0,7.4
,"Fresno County, CA","06019","White","2106-3","2019","2019",55,765202,7.2,5.4,9.4
,"Fresno County, CA","06019","White","2106-3","2020","2020",79,759285,10.4,8.2,13.0
,"Fresno County, CA","06019","White","2106-3","2021","2021",91,766925,11.9,9.6,14.6
,"Fresno County, CA","06019","White","2106-3","2022","2022",80,763960,10.5,8.3,13.0
,"Fresno County, CA","06019","White","2106-3","2023","2023",124,762033,16.3,13.4,19.1
,"Fresno County, CA","06019","White","2106-3","2024 ","2024",128,763948,16.8,13.9,19.7
,"Humboldt County, CA","06023","White","2106-3","2018","2018",14,113693,12.3,6.7,20.7
,"Humboldt County, CA","06023","White","2106-3","2019","2019",11,112830,9.7,4.9,17.4
,"Humboldt County, CA","06023","White","2106-3","2020","2020",13,111929,11.6,6.2,19.9
,"Humboldt County, CA","06023","White","2106-3","2021","2021",21,112646,18.6,11.5,28.5
,"Humboldt County, CA","06023","White","2106-3","2022","2022",32,111165,28.8,19.7,40.6
,"Humboldt County, CA","06023","White","2106-3","2023","2023",17,110255,15.4,9.0,24.7
,"Humboldt County, CA","06023","White","2106-3","2024 ","2024",16,108583,14.7,8.4,23.9
,"Imperial County, CA","06025","White","2106-3","2018","2018",22,163760,13.4,8.4,20.3
,"Imperial County, CA","06025","White","2106-3","2019","2019",10,163444,6.1,2.9,11.3
,"Imperial County, CA","06025","White","2106-3","2020","2020",44,162369,27.1,19.7,36.4
,"Imperial County, CA","06025","White","2106-3","2021","2021",15,161836,9.3,5.2,15.3
,"Imperial County, CA","06025","White","2106-3","2022","2022",17,161133,10.6,6.1,16.9
,"Imperial County, CA","06025","White","2106-3","2024 ","2024",16,163151,9.8,5.6,15.9
,"Kern County, CA","06029","Asian","A","2023","2023",11,53647,20.5,10.2,36.7
,"Kern County, CA","06029","Black or African American","2054-5","2019","2019",12,56282,21.3,11.0,37.2
,"Kern County, CA","06029","Black or African American","2054-5","2020","2020",16,56676,28.2,16.1,45.8
,"Kern County, CA","06029","Black or African American","2054-5","2021","2021",30,58260,51.5,34.7,73.5
,"Kern County, CA","06029","Black or African American","2054-5","2022","2022",33,57339,57.6,39.6,80.8
,"Kern County, CA","06029","Black or African American","2054-5","2023","2023",26,56467,46.0,30.1,67.5
,"Kern County, CA","06029","Black or African American","2054-5","2024 ","2024",30,56596,53.0,35.8,75.7
,"Kern County, CA","06029","White","2106-3","2018","2018",129,738176,17.5,14.5,20.5
,"Kern County, CA","06029","White","2106-3","2019","2019",143,740959,19.3,16.1,22.5
,"Kern County, CA","06029","White","2106-3","2020","2020",188,737207,25.5,21.9,29.1
